SV;FDEF;SDECL;FDECL;VDECL;STMT;EXPR;COMM;ER;SYMB;SYMT;FCALL;INC;CPP;SRC;RID;ND;BEGIN;END;EXPR;TD;NDavg;FID;REQ
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";69.0;1;59.0;60.0;('O'==79);0;1.0;68;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";222.0;1;159.0;160.0;!A;1;1.0;195;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";45.0;1;35.0;36.0;('7'==55);0;1.0;44;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";176.0;1;29.0;30.0;5||0;0;1.0;151;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";225.0;1;168.0;169.0;!defined(B);1;1.0;197;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";71.0;1;61.0;62.0;('Q'==81);0;1.0;70;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";101.0;1;91.0;92.0;('o'==111);0;1.0;100;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";177.0;1;30.0;31.0;3&&1;0;1.0;152;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";19.0;1;9.0;10.0;('\v'==11);0;1.0;18;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";22.0;1;12.0;13.0;(' '==32);0;1.0;21;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";15.0;1;5.0;6.0;('\a'==7);0;1.0;14;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";23.0;1;13.0;14.0;('!'==33);0;1.0;22;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";113.0;1;103.0;104.0;('{'==123);0;1.0;112;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";41.0;1;31.0;32.0;('3'==51);0;1.0;40;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";20.0;1;10.0;11.0;('\f'==12);0;1.0;19;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";26.0;1;16.0;17.0;('$'==36);0;1.0;25;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";87.0;1;77.0;78.0;('a'==97);0;1.0;86;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";157.0;1;4.0;5.0;1+2*3;0;1.0;132;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";98.0;1;88.0;89.0;('l'==108);0;1.0;97;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";53.0;1;43.0;44.0;('?'==63);0;1.0;52;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";75.0;1;65.0;66.0;('U'==85);0;1.0;74;0
5.2;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\02_if_nested.h";10.0;3;13.0;27.0;(HAVE_D1||HAVE_E1)&&HAVE_F1;3;3.0;9;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\05_ignoreComments.h";140.0;2;31.0;33.0;!defined(__STDC__);1;2.0;125;0
2.24;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";215.0;1;136.0;144.0;(__DATA&PK_NORMAL_PRESSURE);2;1.0;190;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\11_testFMacro.h";240.0;1;6.0;11.0;IS_FOO(B);1;1.0;207;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";39.0;1;29.0;30.0;('1'==49);0;1.0;38;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";159.0;1;6.0;7.0;-1+-1;0;1.0;134;0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\04_directiveCommentIntertwined.h";134.0;1;97.0;104.0;_ARCH_PPC<2||defined(A);2;1.0;120;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";206.0;1;86.0;87.0;B>=4711;1;1.0;181;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";58.0;1;48.0;49.0;('D'==68);0;1.0;57;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";226.0;1;171.0;172.0;defined(C);1;1.0;198;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\05_ignoreComments.h";138.0;1;28.0;35.0;defined(__KERNEL__);1;1.0;123;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";35.0;1;25.0;26.0;('-'==45);0;1.0;34;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";174.0;1;27.0;28.0;1>=1;0;1.0;149;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";158.0;1;5.0;6.0;1*4/2;0;1.0;133;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";77.0;1;67.0;68.0;('W'==87);0;1.0;76;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";33.0;1;23.0;24.0;('+'==43);0;1.0;32;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";104.0;1;94.0;95.0;('r'==114);0;1.0;103;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";188.0;1;15.0;16.0;!A?A==5&&A<B:A==3&&A>B;2;1.0;163;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";40.0;1;30.0;31.0;('2'==50);0;1.0;39;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";88.0;1;78.0;79.0;('b'==98);0;1.0;87;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";91.0;1;81.0;82.0;('e'==101);0;1.0;90;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";52.0;1;42.0;43.0;('>'==62);0;1.0;51;0
3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\04_directiveCommentIntertwined.h";137.0;1;113.0;124.0;_ARCH_PPC<2&&defined(HAVE_A)&&defined(HAVE_B);3;1.0;122;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";65.0;1;55.0;56.0;('K'==75);0;1.0;64;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";115.0;1;105.0;106.0;('}'==125);0;1.0;114;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";21.0;1;11.0;12.0;('\r'==13);0;1.0;20;0
2.83;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\01_if_simple.h";6.0;2;16.0;19.0;(HAVE_D||HAVE_E)&&HAVE_F;3;2.0;6;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";63.0;1;53.0;54.0;('I'==73);0;1.0;62;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";47.0;1;37.0;38.0;('9'==57);0;1.0;46;0
3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";161.0;1;8.0;11.0;2%(5-2);0;1.0;136;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";70.0;1;60.0;61.0;('P'==80);0;1.0;69;0
1.41;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\13_sameDirectiveSameLevel.h";249.0;1;19.0;21.0;!(A||A||A);1;1.0;211;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";196.0;1;46.0;47.0;A&B;2;1.0;171;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";199.0;1;58.0;59.0;A==B;2;1.0;174;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";64.0;1;54.0;55.0;('J'==74);0;1.0;63;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";51.0;1;41.0;42.0;('='==61);0;1.0;50;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";209.0;1;98.0;99.0;16>>3;0;1.0;184;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";93.0;1;83.0;84.0;('g'==103);0;1.0;92;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";170.0;1;23.0;24.0;1<=1;0;1.0;145;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";106.0;1;96.0;97.0;('t'==116);0;1.0;105;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";89.0;1;79.0;80.0;('c'==99);0;1.0;88;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\07_semanticEquiv02.h";154.0;1;10.0;12.0;defined(B);1;1.0;130;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";28.0;1;18.0;19.0;('&'==38);0;1.0;27;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";110.0;1;100.0;101.0;('x'==120);0;1.0;109;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";184.0;1;37.0;38.0;1?4*4:2*2;0;1.0;159;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";46.0;1;36.0;37.0;('8'==56);0;1.0;45;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";189.0;1;18.0;19.0;A?A==5&&A<B:A==3&&A>B;2;1.0;164;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";190.0;1;22.0;23.0;A||B;2;1.0;165;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";32.0;1;22.0;23.0;('*'==42);0;1.0;31;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";107.0;1;97.0;98.0;('u'==117);0;1.0;106;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";85.0;1;75.0;76.0;('_'==95);0;1.0;84;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";78.0;1;68.0;69.0;('X'==88);0;1.0;77;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";59.0;1;49.0;50.0;('E'==69);0;1.0;58;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";183.0;1;36.0;37.0;(1>2)<(2>0);0;1.0;158;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";165.0;1;14.0;15.0;8>>1;0;1.0;140;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\05_ignoreComments.h";139.0;2;29.0;31.0;defined(__STDC__);1;2.0;124;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";162.0;1;11.0;12.0;1|2;0;1.0;137;0
